"Hour","Year","Location","Temperature","Humidity","WindSpeed","Week","Percentage_Occupied","Months"
12,2020,"St Asaph St",31,35,41,"Weekday",34,"Mar"
13,2020,"Art gallery",31,34,43,"Weekday",68,"Mar"
13,2020,"Lichfield",31,34,43,"Weekday",60,"Mar"
14,2020,"The Crossing",31,35,44,"Weekday",42,"Mar"
14,2020,"St Asaph St",31,35,44,"Weekday",57,"Mar"
14,2020,"Art gallery",31,35,44,"Weekday",57,"Mar"
14,2020,"Lichfield St ",31,35,44,"Weekday",55,"Mar"
15,2020,"St Asaph St",30,37,42,"Weekday",51,"Mar"
15,2020,"Lichfield St ",30,37,42,"Weekday",45,"Mar"
15,2020,"Lichfield",30,37,42,"Weekday",47,"Mar"
15,2020,"The Crossing",30,37,42,"Weekday",37,"Mar"
15,2020,"Hereford St",30,37,42,"Weekday",58,"Mar"
16,2020,"Art gallery",27,44,38,"Weekday",33,"Mar"
16,2020,"The Crossing",27,44,38,"Weekday",33,"Mar"
16,2020,"Lichfield St ",27,44,38,"Weekday",55,"Mar"
16,2020,"St Asaph St",27,44,38,"Weekday",50,"Mar"
16,2020,"Lichfield",27,44,38,"Weekday",33,"Mar"
17,2020,"Lichfield St ",26,49,32,"Weekday",45,"Mar"
17,2020,"St Asaph St",26,49,32,"Weekday",49,"Mar"
17,2020,"Lichfield",26,49,32,"Weekday",23,"Mar"
17,2020,"The Crossing",26,49,32,"Weekday",28,"Mar"
17,2020,"Hereford St",26,49,32,"Weekday",40,"Mar"
17,2020,"Art gallery",26,49,32,"Weekday",22,"Mar"
18,2020,"Lichfield",26,49,28,"Weekday",22,"Mar"
